"filename", "language", "JavaScript", "CSS", "PHP", "Markdown", "JSON", "XML", "comment", "blank", "total"
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\assign-delivery-man.blade.php", "PHP", 0, 0, 39, 0, 0, 0, 0, 4, 43
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\bill.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\bookings-table.blade.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 5, 51
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\cart-count.blade.php", "PHP", 0, 0, 1, 0, 0, 0, 0, 3, 4
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\cart-product.blade.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\cart-products-spreader.blade.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\categories-table.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 7, 60
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\customers-table.blade.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 1, 39
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\delivery-men-table.blade.php", "PHP", 0, 0, 57, 0, 0, 0, 0, 3, 60
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\order-progress.blade.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 1, 15
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\orders-table.blade.php", "PHP", 0, 0, 77, 0, 0, 0, 0, 3, 80
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\product-card.blade.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\products-search.blade.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 1, 18
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\products-table.blade.php", "PHP", 0, 0, 55, 0, 0, 0, 0, 3, 58
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\profile-form.blade.php", "PHP", 0, 0, 79, 0, 0, 0, 0, 4, 83
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\session-listener.blade.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 11
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\tables-table.blade.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 3, 56
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\test.blade.php", "PHP", 0, 0, 64, 0, 0, 0, 0, 1, 65
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\livewire\testimonials-table.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 1, 41
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\login.blade.php", "PHP", 0, 0, 40, 0, 0, 0, 0, 6, 46
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\myorders.blade.php", "PHP", 0, 0, 70, 0, 0, 0, 0, 8, 78
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\pagination-links.blade.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 7, 34
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\products.blade.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\resources\views\signup.blade.php", "PHP", 0, 0, 92, 0, 0, 0, 0, 4, 96
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\routes\api.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\routes\channels.php", "PHP", 0, 0, 5, 0, 0, 0, 10, 4, 19
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\routes\console.php", "PHP", 0, 0, 6, 0, 0, 0, 10, 4, 20
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\routes\web.php", "PHP", 0, 0, 41, 0, 0, 0, 12, 10, 63
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\tests\CreatesApplication.php", "PHP", 0, 0, 13, 0, 0, 0, 3, 6, 22
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\tests\Feature\ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 4, 5, 20
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 4, 11
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\tests\Unit\ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 3, 4, 17
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\vendor\spatie\ignition\resources\compiled\ignition.css", "CSS", 0, 1, 0, 0, 0, 0, 2, 0, 3
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dell Latitude\Documents\coding_files\restaurant\vite.config.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 2, 12
"Total", "-", 146, 2249, 6117, 45, 8498, 29, 1608, 1551, 20243
